"StudentID","Dropout","cohort","cohort.term","State","RegistrationDate","Gender","BirthYear","BirthMonth","Hispanic","AmericanIndian","Asian","Black","NativeHawaiian","White","TwoOrMoreRace","HSDip","HSDipYr","HSGPAUnwtd","EnrollmentStatus","NumColCredAttemptTransfer","NumColCredAcceptTransfer","CumLoanAtEntry","HighDeg","MathPlacement","EngPlacement","GatewayMathStatus","GatewayEnglishStatus"
305235,1,"2011-12",1,"NJ",20110830,1,1989,1,0,0,0,1,0,0,0,-1,-1,-1,1,-2,-2,-2,0,-1,-1,0,0
305236,1,"2011-12",1,"NJ",20110906,1,1979,7,0,0,0,0,0,1,0,-1,-1,-1,1,-2,-2,-2,0,-1,-1,0,0
305240,1,"2011-12",3,"NJ",20110122,2,1990,3,0,0,0,0,0,1,0,1,-1,-1,2,66,66,-1,2,0,0,0,0
305243,1,"2011-12",3,"NJ",20111213,2,1968,10,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,116,86,-1,0,0,0,0,0
305244,0,"2011-12",3,"NJ",20111216,2,1960,8,0,0,0,1,0,0,0,1,-1,-1,2,44.5,4,-1,2,0,0,0,0
305245,0,"2011-12",1,"NJ",20110901,2,1991,10,0,0,1,0,0,0,0,1,-1,-1,2,49,38,-1,0,0,0,0,0
305247,1,"2011-12",1,"NJ",20110825,2,1991,2,0,0,0,1,0,0,0,1,-1,-1,2,35,20,-1,0,0,0,0,0
305248,0,"2011-12",1,"NJ",20110824,2,1993,4,0,0,0,1,0,0,0,1,2011,3.7,1,-2,-2,-2,0,1,1,0,0
305251,1,"2011-12",1,"NJ",20110912,1,1985,5,0,0,0,1,0,0,0,1,-1,-1,2,73,19,-1,0,0,0,0,1
305252,1,"2011-12",3,"NJ",20111110,2,1988,10,0,0,0,1,0,0,0,1,-1,-1,2,71,66,-1,2,0,0,0,0
305254,1,"2011-12",1,"NJ",20110825,2,1987,4,0,0,0,0,0,1,0,1,-1,-1,2,61,48,-1,0,0,0,0,0
305255,0,"2011-12",1,"NY",20110906,1,1992,9,0,0,0,0,0,1,0,1,-1,-1,2,22,18,-1,0,0,0,1,0
305259,0,"2011-12",3,"NJ",20120109,2,1989,4,1,0,0,0,0,0,0,1,-1,-1,2,90,59,-1,0,0,0,0,0
305260,1,"2011-12",1,"NJ",20110906,2,1985,7,0,0,0,0,0,1,0,1,-1,-1,2,0,0,-1,2,0,0,0,0
305266,1,"2011-12",1,"NJ",20110906,2,1987,11,0,0,0,0,0,1,0,1,-1,-1,2,40,10,-1,0,0,0,0,0
305271,0,"2011-12",1,"NJ",20110825,2,1948,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,0,0,-1,2,0,0,0,0
305275,0,"2011-12",1,"NJ",20110901,2,1987,4,0,0,1,0,0,0,0,1,-1,-1,2,124.5,84,-1,0,0,0,0,0
305276,1,"2011-12",1,"NJ",20110830,2,1981,1,0,0,0,0,0,1,0,1,-1,-1,2,0,0,-1,0,0,0,0,0
305277,1,"2012-13",1,"NJ",20120417,2,1987,1,1,0,0,0,0,0,0,1,-1,-1,1,-2,-2,-2,0,1,0,0,1
305278,1,"2012-13",1,"NJ",20120427,2,1984,8,0,0,0,0,0,1,0,2,-1,-1,1,-2,-2,-2,0,1,1,0,0
305279,1,"2011-12",1,"NJ",20110906,2,1993,7,0,0,1,0,0,0,0,1,2011,3.53,1,-2,-2,-2,0,-1,-1,1,1
305281,1,"2011-12",1,"NJ",20110825,1,1979,11,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,0,0,-1,0,0,0,0,0
305289,0,"2011-12",3,"NJ",20120111,2,1982,10,1,0,0,0,0,0,0,1,-1,-1,2,92,71,-1,0,0,0,0,0
305293,0,"2011-12",1,"NJ",20110831,1,1981,12,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,63,45,-1,0,0,0,1,0
305298,1,"2011-12",1,"NJ",20110912,2,1987,5,1,0,0,0,0,0,0,1,-1,-1,2,74,66,-1,2,0,0,0,0
305300,1,"2011-12",1,"NJ",20110831,2,1989,12,0,0,0,1,0,0,0,1,-1,-1,2,35,96,-1,0,0,0,0,0
305303,0,"2012-13",1,"NJ",20120710,2,1986,9,0,0,0,0,0,1,0,1,-1,-1,2,0,0,-1,0,0,0,0,0
305306,0,"2011-12",3,"NJ",20110117,1,1990,5,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,98,96,-1,0,0,0,0,0
305310,1,"2011-12",1,"NJ",20110901,2,1984,12,0,0,0,1,0,0,0,1,-1,-1,2,68,53,-1,0,0,0,1,0
305313,1,"2012-13",1,"NJ",20120530,2,1989,1,1,0,0,0,0,0,0,1,-1,2.7,1,-2,-2,-2,0,0,0,0,1
305317,1,"2011-12",3,"NJ",20120113,1,1977,5,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,98,68,-1,0,0,0,0,0
305326,0,"2011-12",3,"NJ",20111117,1,1988,12,1,0,0,0,0,0,0,1,2006,3.3,1,-2,-2,-2,0,1,1,0,0
305336,1,"2011-12",1,"NJ",20110907,1,1988,11,0,0,0,0,0,0,0,1,-1,-1,2,-1,86,-1,0,0,0,0,0
305337,1,"2013-14",1,"NJ",20130625,2,1988,2,1,0,0,0,0,0,0,1,-1,-1,2,41,27.5,-1,0,0,0,1,0
305343,1,"2011-12",1,"NJ",20110901,1,1989,11,0,0,1,0,0,0,0,1,-1,-1,2,98,71,-1,0,0,0,0,0
305360,0,"2012-13",1,"NJ",20120613,2,1994,4,1,0,0,0,0,0,0,1,-1,-1,1,-2,-2,-2,0,1,1,0,1
305363,0,"2011-12",1,"NJ",20110906,2,1990,5,0,0,0,0,0,1,0,1,-1,-1,2,60,20,-1,0,0,0,0,1
305371,0,"2012-13",1,"NJ",20120621,1,1993,10,1,0,0,0,0,0,0,1,2012,-1,1,-2,-2,-2,0,1,1,0,0
305372,1,"2011-12",1,"NJ",20110906,1,1993,9,0,0,0,1,0,0,0,1,2011,3.3,1,-2,-2,-2,0,1,0,0,0
305373,1,"2011-12",1,"NJ",20110908,2,1989,7,0,0,0,1,0,0,0,1,-1,-1,1,-2,-2,-2,0,-1,-1,0,0
305393,1,"2012-13",1,"NJ",20120831,1,1987,10,0,0,0,0,0,1,0,1,-1,-1,1,-2,-2,-2,0,-1,-1,0,0
305409,1,"2011-12",1,"NJ",20110902,1,1982,11,0,0,0,0,0,1,0,1,-1,-1,1,-2,-2,-2,0,-1,-1,0,0
305412,1,"2012-13",1,"NJ",20120423,2,1993,12,0,0,0,1,0,0,0,1,2011,1.5,1,-2,-2,-2,0,1,1,0,1
305422,1,"2011-12",1,"NJ",20110906,2,1987,2,1,0,0,0,0,0,0,1,-1,-1,1,-2,-2,-2,0,-1,-1,0,0
305423,1,"2011-12",3,"NJ",20111025,2,1965,7,0,0,0,1,0,0,0,1,-1,-1,2,59,56,-1,0,0,0,0,0
305424,1,"2011-12",3,"NJ",20120105,2,1988,3,1,0,0,0,0,0,0,1,2000,2.6,1,-2,-2,-2,0,1,1,0,0
305425,0,"2011-12",3,"NJ",20111215,2,1990,1,0,0,0,1,0,0,0,1,-1,-1,2,51,64,-1,0,0,0,0,0
305431,1,"2011-12",3,"NJ",20120113,1,1968,6,0,0,0,0,0,1,0,-1,-1,-1,2,4,4,-1,0,0,0,1,1
305433,0,"2011-12",3,"NJ",20111214,2,1982,12,1,0,0,0,0,0,0,1,-1,-1,2,73,66,-1,2,0,0,0,0
305436,1,"2011-12",3,"NJ",20111215,2,1987,7,0,0,0,0,0,1,0,1,-1,-1,2,0,0,-1,2,0,0,1,0
305437,1,"2011-12",3,"NJ",20120110,2,1993,6,0,0,0,0,0,1,0,1,-1,2.6,1,-2,-2,-2,0,1,1,0,1
305439,1,"2011-12",3,"NJ",20111128,2,1991,8,1,0,0,0,0,0,0,1,2009,3.33,1,-2,-2,-2,0,1,1,0,0
305441,0,"2013-14",3,"NJ",20140114,2,1990,8,0,0,0,0,0,1,0,1,-1,-1,2,70,66,-1,2,0,0,0,0
305444,1,"2011-12",3,"NJ",20120109,2,1978,7,0,0,0,1,0,0,0,1,-1,-1,2,66,66,-1,2,0,0,0,0
305448,1,"2011-12",1,"NJ",20110907,1,1974,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-2,-2,-2,0,-1,-1,0,0
305449,0,"2015-16",3,"NJ",20150124,2,1987,6,1,0,0,0,0,0,0,1,-1,-1,2,62,62,-1,2,1,0,0,0
305459,1,"2011-12",1,"NJ",20110907,1,1981,7,1,0,0,0,0,0,0,-1,-1,-1,1,-2,-2,-2,0,-1,-1,0,0
305468,1,"2011-12",3,"NY",20120123,1,1982,10,0,0,0,0,0,1,0,1,-1,-1,1,-2,-2,-2,0,-1,-1,0,0
305477,1,"2011-12",1,"NJ",20110912,2,1961,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,-1,0,0,0,0,0
305478,1,"2011-12",1,"NJ",20110912,2,NA,1,0,0,0,0,0,1,0,-1,-1,-1,2,73,66,-1,0,0,0,0,0
305479,1,"2011-12",1,"NJ",20110912,2,1962,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,105,85,-1,0,0,0,0,0
305480,1,"2011-12",1,"NJ",20110912,2,1956,6,0,0,0,0,0,1,0,1,-1,-1,2,59,42,-1,0,0,0,0,0
305536,0,"2011-12",3,"NJ",20111128,2,1992,8,1,0,0,0,0,0,0,1,2011,3.5,1,-2,-2,-2,0,1,1,0,0
305540,1,"2011-12",3,"NJ",20110129,1,1965,7,0,0,0,0,0,1,0,1,-1,-1,2,76,96,-1,0,0,0,0,0
305541,0,"2013-14",1,"NJ",20130813,2,1987,3,0,0,0,1,0,0,0,1,-1,-1,2,102,88,-1,0,0,0,0,0
305546,1,"2014-15",3,"NJ",20150111,2,1976,1,1,0,0,0,0,0,0,1,-1,-1,2,124,96,-1,0,0,0,0,0
305553,1,"2011-12",3,"NJ",20120123,2,1969,8,0,0,0,1,0,0,0,1,-1,-1,2,67,66,-1,2,0,0,0,0
305556,1,"2011-12",3,"NJ",20120110,1,1991,12,0,0,0,0,0,1,0,1,2010,-1,1,-2,-2,-2,0,1,1,0,0
305557,1,"2011-12",3,"NJ",20111115,2,1991,6,0,0,0,0,0,1,0,1,-1,-1,2,18,18,-1,0,0,0,1,0
305559,1,"2012-13",1,"NJ",20120419,2,1992,5,0,0,1,0,0,0,0,1,-1,3.3,1,-2,-2,-2,0,1,0,0,1
305567,1,"2011-12",3,"NJ",20111129,1,1983,2,0,0,0,0,0,1,0,1,-1,-1,2,62,62,-1,2,0,0,0,0
305606,0,"2014-15",1,"NJ",20140522,2,1994,5,1,0,0,0,0,0,0,1,-1,-1,2,45,39,-1,0,0,0,0,0
305611,1,"2012-13",3,"NJ",20121220,2,1979,2,1,0,0,0,0,0,0,1,-1,-1,2,85,66,-1,2,0,0,0,0
305613,0,"2015-16",1,"NJ",20150820,1,1976,12,0,0,0,0,0,0,1,1,-1,-1,2,124,96,-1,2,0,0,0,0
305615,1,"2012-13",1,"NJ",20120614,2,1966,3,0,0,0,1,0,0,0,1,-1,-1,2,82,70,-1,2,0,0,0,0
305649,0,"2015-16",3,"NJ",20160119,2,1994,11,1,0,0,0,0,0,0,1,-1,-1,2,65,64,-1,2,0,0,0,0
305651,1,"2015-16",1,"NJ",20150330,2,1994,5,0,0,0,1,0,0,0,1,-1,-1,2,70,66,-1,0,0,0,0,0
305663,1,"2012-13",1,"NJ",20120606,2,1985,10,1,0,0,0,0,0,0,1,-1,-1,1,-2,-2,-2,0,1,0,0,0
305664,1,"2012-13",1,"NJ",20120530,2,1990,8,1,0,0,0,0,0,0,1,-1,-1,1,-2,-2,-2,0,1,0,0,1
305672,0,"2011-12",3,"NJ",20111123,2,1953,3,0,0,0,1,0,0,0,-1,-1,-1,2,73,56,-1,0,0,0,0,0
305675,1,"2011-12",3,"NJ",20110113,2,1967,4,0,0,0,0,0,1,0,1,-1,-1,2,147,72,-1,2,0,0,0,0
305677,0,"2011-12",3,"NJ",20111121,2,1993,1,0,0,0,1,0,0,0,1,2011,3.6,1,-2,-2,-2,0,1,1,0,0
305683,0,"2011-12",3,"NJ",20111215,2,1990,2,0,0,0,1,0,0,0,1,-1,-1,2,28,12,-1,0,0,0,0,0
305688,1,"2011-12",3,"NJ",20111215,1,1988,9,0,0,0,1,0,0,0,1,-1,-1,2,70.5,66,-1,2,0,0,0,0
305693,0,"2011-12",3,"NJ",20111129,1,1988,4,0,0,0,0,0,1,0,1,-1,-1,2,59,59,-1,2,0,0,0,0
305699,1,"2011-12",3,"NJ",20111112,2,1972,7,0,0,1,0,0,0,0,1,-1,-1,2,-1,96,-1,0,0,0,0,0
305703,1,"2011-12",3,"NY",20110117,1,1957,12,0,0,0,0,0,1,0,1,-1,-1,1,-2,-2,-2,0,-1,-1,0,0
305707,0,"2011-12",3,"NJ",20110111,2,1990,10,0,0,0,0,0,1,0,1,-1,-1,2,-1,88,-1,0,0,0,0,0
305711,1,"2012-13",1,"NJ",20120802,2,1990,6,0,0,0,1,0,0,0,1,2008,-1,1,-2,-2,-2,0,1,1,0,0
305712,1,"2011-12",3,"NJ",20111129,1,1989,4,0,0,0,1,0,0,0,1,-1,-1,2,66,66,-1,2,0,0,0,0
305722,1,"2011-12",3,"NJ",20110128,2,1980,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,135,72,-1,2,0,0,0,0
305723,1,"2011-12",3,"NJ",20120119,1,1981,1,0,0,0,1,0,0,0,1,-1,-1,2,76,44,-1,2,0,0,0,0
305724,0,"2011-12",3,"NJ",20111215,2,1987,10,1,0,0,0,0,0,0,1,-1,-1,2,76,66,-1,2,0,0,0,0
305732,0,"2011-12",3,"NJ",20120111,2,1980,4,0,0,0,1,0,0,0,-1,-1,-1,2,139.5,72,-1,2,0,0,0,0
305757,0,"2014-15",1,"NJ",20140722,2,1981,11,0,0,0,1,0,0,0,1,-1,-1,2,73,66,-1,2,0,0,0,0
305758,0,"2011-12",3,"NJ",20120111,2,1975,8,0,0,0,1,0,0,0,1,-1,-1,2,89,79,-1,2,0,0,0,0
305763,1,"2011-12",3,"NJ",20110126,2,1982,10,0,0,0,1,0,0,0,-1,-1,-1,1,-2,-2,-2,0,1,1,0,0
305772,1,"2012-13",1,"NJ",20120509,2,1974,2,0,0,0,1,0,0,0,1,-1,-1,2,84,66,-1,2,0,0,0,0
305774,1,"2011-12",3,"NJ",20120119,2,1951,3,0,0,0,0,0,1,0,1,-1,-1,2,24,21,-1,0,0,0,0,0
305775,0,"2011-12",3,"NJ",20110121,2,1992,10,0,0,1,0,0,0,0,1,-1,-1,2,37,37,-1,0,0,0,0,0
305777,0,"2012-13",1,"NJ",20120418,2,1994,8,0,0,0,0,0,0,1,1,2012,2.88,1,-2,-2,-2,0,1,1,0,1
305784,1,"2011-12",3,"NJ",20111220,2,1993,1,0,0,0,0,0,0,0,1,-1,-1,1,-2,-2,-2,0,1,1,0,1
305790,1,"2012-13",1,"NJ",20120813,2,1994,3,0,0,0,1,0,0,0,1,2012,3.1,1,-2,-2,-2,0,1,0,0,1
305795,0,"2011-12",3,"PA",20111025,2,1980,8,0,0,0,0,0,1,0,1,-1,-1,2,79,66,-1,2,0,0,0,0
305796,0,"2011-12",3,"NJ",20111031,1,1991,6,0,0,0,0,0,1,0,1,-1,-1,2,61,61,-1,2,0,0,0,0
305800,1,"2012-13",1,"NJ",20120711,2,1992,5,0,0,0,0,0,1,0,1,-1,-1,2,75,72,-1,0,0,0,0,0
305806,0,"2011-12",3,"NJ",20111115,2,1986,8,0,0,1,0,0,0,0,1,-1,-1,2,138,69,-1,0,0,0,0,0
305816,0,"2011-12",3,"NJ",20111031,2,1987,8,0,0,0,1,0,0,0,1,-1,-1,2,72,66,-1,2,0,0,0,0
305818,1,"2013-14",1,"NJ",20130730,2,1978,6,0,0,0,0,0,1,0,1,-1,-1,2,76,70,-1,2,0,0,0,0
305819,1,"2011-12",3,"SC",20110122,1,1987,5,0,0,0,0,0,1,0,1,-1,-1,2,0,0,-1,2,0,0,0,0
305821,0,"2011-12",3,"NJ",20111213,1,1969,5,0,0,0,1,0,0,0,1,-1,-1,2,0,0,-1,2,0,0,0,0
305823,1,"2012-13",1,"NJ",20120823,1,1959,6,0,0,0,0,0,1,0,1,-1,-1,2,75,96,-1,3,0,0,0,0
305824,1,"2011-12",3,"NJ",20110113,2,1962,6,0,0,0,0,0,1,0,1,-1,-1,2,125,72,-1,2,0,0,0,0
305825,0,"2012-13",1,"NJ",20120531,2,1981,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,62,60,-1,2,0,0,0,0
305828,1,"2013-14",1,"NJ",20130418,1,1991,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,86,62,-1,2,0,0,0,0
305839,1,"2012-13",1,"NJ",20120807,1,1991,6,0,0,0,0,0,1,0,1,-1,-1,2,63,54,-1,0,0,0,0,0
305841,1,"2011-12",3,"NJ",20120119,1,1985,7,1,0,0,0,0,0,0,1,-1,-1,2,130,96,-1,3,0,0,0,0
305843,0,"2012-13",1,"NJ",20120425,2,1990,11,0,0,0,0,0,1,0,1,-1,-1,2,115,96,-1,0,0,0,0,0
305850,1,"2012-13",1,"NJ",20120627,2,1994,2,0,0,0,0,0,1,0,1,2012,-1,1,-2,-2,-2,0,1,0,0,0
305852,0,"2012-13",1,"NJ",20120820,1,1990,5,1,0,0,0,0,0,0,1,-1,-1,2,64,64,-1,2,0,0,0,0
305856,1,"2011-12",3,"NJ",20111219,2,1991,12,-1,-1,-1,-1,-1,-1,-1,1,2011,2.6,1,-2,-2,-2,0,1,1,0,0
305861,1,"2012-13",1,"NJ",20120514,2,1961,7,0,0,0,1,0,0,0,1,-1,-1,2,66,66,-1,2,0,0,0,0
305876,0,"2012-13",1,"NJ",20120731,2,1986,7,0,0,1,0,0,0,0,1,-1,-1,2,0,0,-1,0,0,0,0,0
305880,0,"2015-16",1,"NJ",20150616,1,1993,6,0,0,0,1,0,0,0,1,-1,-1,2,66,53,-1,0,0,0,0,0
305884,0,"2012-13",1,"NJ",20120405,2,1992,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,54,63,-1,2,0,0,0,0
305885,1,"2013-14",3,"NJ",20131025,2,1991,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,102,93,-1,0,0,0,0,0
305886,0,"2012-13",3,"NJ",20120119,2,1990,9,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,98,82,-1,2,0,0,0,0
305891,1,"2011-12",3,"NJ",20111216,2,1983,6,0,0,0,0,0,1,0,1,-1,-1,2,78,72,-1,2,0,0,0,0
305893,1,"2011-12",3,"NJ",20111123,2,1990,7,1,0,0,0,0,0,0,1,-1,-1,2,63,59,-1,0,0,0,0,0
305894,0,"2011-12",3,"NJ",20111025,2,1983,12,0,0,0,0,0,1,0,1,-1,-1,2,66,60,-1,2,0,0,0,0
305896,1,"2012-13",1,"NJ",20120522,2,1953,11,0,0,0,0,0,1,0,1,-1,-1,2,76,76,-1,2,0,0,0,0
305920,0,"2012-13",1,"NJ",20120507,1,1989,3,1,0,0,0,0,0,0,1,-1,-1,2,73,66,-1,2,0,0,0,0
305924,0,"2014-15",3,"NJ",20140129,2,1983,8,0,0,0,1,0,0,0,1,-1,-1,2,85.5,66,-1,2,0,0,0,0
305925,1,"2011-12",3,"NJ",20120111,1,1991,3,0,0,0,0,0,1,0,1,-1,-1,2,77,66,-1,2,0,0,0,0
305929,0,"2012-13",1,"NJ",20120712,2,1985,11,0,0,0,1,0,0,0,1,-1,-1,2,66,66,-1,2,0,0,0,0
305938,1,"2011-12",3,"",20111122,2,1989,12,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-2,-2,-2,0,-1,-1,0,0
305939,1,"2011-12",3,"",20111212,1,1990,4,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-2,-2,-2,0,-1,-1,0,0
305962,1,"2014-15",3,"NJ",20141125,2,1979,5,1,0,0,0,0,0,0,1,-1,-1,2,82,66,-1,0,0,0,0,0
305965,1,"2011-12",3,"NJ",20111121,1,1985,7,0,0,0,0,0,1,0,1,-1,-1,2,77,66,-1,2,0,0,0,0
305966,0,"2011-12",3,"NJ",20111215,2,1989,2,1,0,0,0,0,0,0,1,-1,-1,2,64,53,-1,0,0,0,0,0
305967,0,"2011-12",3,"NJ",20111130,2,1989,3,1,0,0,0,0,0,0,1,-1,-1,2,66,66,-1,2,0,0,0,0
305970,1,"2011-12",3,"NJ",20110121,2,1990,10,1,0,0,0,0,0,0,1,-1,-1,2,29,23,-1,0,0,0,0,1
305978,0,"2011-12",3,"NJ",20110119,1,1989,8,0,0,0,0,0,1,0,1,-1,-1,2,64,64,-1,2,0,0,0,0
305984,0,"2014-15",3,"NJ",20150107,2,1992,11,1,0,0,0,0,0,0,1,2012,3.08,1,-2,-2,-2,0,1,1,0,0
305985,0,"2012-13",1,"NJ",20120724,2,1993,11,0,0,0,0,0,1,0,1,2012,2.84,1,-2,-2,-2,0,1,1,0,0
305989,0,"2012-13",1,"NJ",20120430,1,1994,4,0,0,1,0,0,0,0,1,2012,3.87,1,-2,-2,-2,0,0,1,0,0
305990,1,"2012-13",3,"NJ",20121220,2,1994,6,0,0,0,0,0,1,0,1,2012,2.85,1,-2,-2,-2,0,1,1,0,0
305992,0,"2012-13",1,"NJ",20120718,2,1993,12,0,0,0,0,0,1,0,1,2012,3.3,1,-2,-2,-2,0,1,0,0,1
305996,1,"2012-13",1,"NJ",20120510,1,1994,9,0,0,0,0,0,1,0,1,2012,2.8,1,-2,-2,-2,0,1,1,0,0
306000,1,"2011-12",3,"NJ",20110125,1,1972,4,0,0,0,1,0,0,0,1,-1,-1,2,60,57,-1,0,0,0,1,0
306007,1,"2012-13",1,"NJ",20120702,2,1994,8,0,0,0,0,0,1,0,1,2012,2.99,1,-2,-2,-2,0,1,0,0,1
306008,1,"2012-13",1,"NJ",20120419,2,1994,3,0,0,0,0,0,1,0,1,2012,-1,1,-2,-2,-2,0,0,0,0,0
306009,0,"2012-13",1,"NJ",20120418,2,1993,9,0,0,0,0,0,1,0,1,2012,2.91,1,-2,-2,-2,0,1,1,0,0
306014,1,"2012-13",1,"NJ",20120814,2,1994,2,0,0,0,1,0,0,0,1,2012,3.72,1,-2,-2,-2,0,0,1,0,0
306022,0,"2015-16",1,"NJ",20150503,2,1994,6,1,0,0,0,0,0,0,1,2012,-1,2,66,65,-1,2,0,1,1,0
306025,0,"2011-12",3,"NJ",20110118,2,1954,3,0,0,0,0,0,1,0,1,-1,-1,2,73,66,-1,2,0,0,0,0
306027,1,"2012-13",1,"NJ",20120412,2,1981,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,84,66,-1,2,0,0,0,0
306028,1,"2011-12",3,"NJ",20111212,2,1962,7,0,0,0,1,0,0,0,1,-1,-1,2,75,66,-1,2,0,0,0,0
306040,0,"2012-13",1,"NJ",20120621,2,1994,7,0,0,0,0,0,1,0,1,2012,-1,1,-2,-2,-2,0,1,1,1,1
306065,1,"2012-13",1,"NJ",20120627,1,1993,6,0,0,0,0,0,1,0,1,2010,3,1,-2,-2,-2,0,1,1,0,0
306115,0,"2012-13",1,"GA",20120619,2,1986,2,0,0,0,1,0,0,0,1,-1,-1,2,66.5,66,-1,2,0,0,1,0
306123,1,"2012-13",1,"NJ",20120411,1,1994,8,0,0,1,0,0,0,0,1,2012,2.81,1,-2,-2,-2,0,0,0,1,1
306124,1,"2012-13",1,"NJ",20120410,1,1994,5,0,0,0,0,0,1,0,1,-1,2.7,1,-2,-2,-2,0,1,1,0,0
306129,1,"2011-12",3,"NJ",20111222,2,1971,7,0,0,0,0,0,1,0,1,-1,-1,2,-1,86,-1,2,0,0,0,0
306154,0,"2011-12",3,"NJ",20120109,2,1988,5,1,0,0,0,0,0,0,1,-1,-1,2,71,59,-1,0,0,0,0,0
306178,0,"2012-13",1,"NJ",20120627,1,1992,5,1,0,0,0,0,0,0,1,2012,-1,1,-2,-2,-2,0,1,1,1,0
306184,0,"2012-13",1,"NJ",20120611,2,1993,12,1,0,0,0,0,0,0,1,2012,3.53,1,-2,-2,-2,0,0,0,1,1
306185,0,"2012-13",1,"NJ",20120529,1,1994,9,1,0,0,0,0,0,0,1,2012,2.33,1,-2,-2,-2,0,1,1,0,1
306187,1,"2012-13",1,"NJ",20120424,2,1993,6,1,0,0,0,0,0,0,1,2012,2.99,1,-2,-2,-2,0,1,0,0,1
306194,0,"2012-13",1,"NJ",20120625,2,1994,2,0,0,0,0,0,1,0,1,2012,2.64,1,-2,-2,-2,0,1,1,0,0
306195,1,"2012-13",1,"NJ",20120430,2,1994,4,0,0,1,0,0,0,0,1,2012,2.9,1,-2,-2,-2,0,1,1,0,0
306199,1,"2012-13",1,"NJ",20120605,2,1994,1,1,0,0,0,0,0,0,1,-1,2.6,1,-2,-2,-2,0,1,1,0,1
306204,1,"2012-13",1,"NJ",20120412,2,1994,11,1,0,0,0,0,0,0,1,2012,2.6,1,-2,-2,-2,0,1,1,0,0
306213,1,"2012-13",3,"NJ",20121217,2,1964,12,0,0,0,0,0,1,0,1,-1,-1,2,-1,66,-1,0,0,0,0,0
306214,1,"2012-13",1,"NJ",20120417,1,1994,3,0,0,0,1,0,0,0,1,2012,-1,1,-2,-2,-2,0,1,1,0,0
306218,1,"2012-13",1,"NJ",20120531,1,1994,7,0,0,0,0,0,1,0,1,2012,2.39,1,-2,-2,-2,0,1,0,0,0
306219,0,"2012-13",3,"NJ",20121127,2,1988,11,0,0,0,1,0,0,0,1,-1,-1,2,37,18,-1,0,0,0,0,0
306224,1,"2012-13",1,"NJ",20120530,2,1994,12,1,0,0,0,0,0,0,1,2012,3.51,1,-2,-2,-2,0,1,1,0,0
306228,1,"2013-14",1,"NJ",20130606,2,1994,5,0,0,1,0,0,0,0,1,2012,-1,1,-2,-2,-2,0,0,0,1,0
306236,1,"2011-12",3,"NJ",20110126,2,1989,8,0,0,0,0,0,1,0,1,-1,-1,2,66,66,-1,2,0,0,0,0
306237,1,"2011-12",3,"NJ",20111116,1,1986,10,0,0,0,0,0,1,0,1,-1,-1,2,140,96,-1,0,0,0,0,0
306260,0,"2012-13",1,"NJ",20120508,1,1994,6,0,0,0,1,0,0,0,1,-1,2.5,1,-2,-2,-2,0,1,1,0,0
306266,1,"2014-15",3,"NY",20150108,1,1993,11,1,0,0,0,0,0,0,1,-1,-1,2,22,15,-1,0,0,0,0,0
306271,1,"2012-13",1,"NJ",20120423,1,1994,2,0,0,0,0,0,1,0,1,-1,2.8,1,-2,-2,-2,0,1,1,0,0
306280,0,"2015-16",1,"NJ",20150616,1,1994,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,62,62,-1,2,0,0,0,0
306290,1,"2012-13",1,"NJ",20120626,1,1994,2,0,0,0,0,0,1,0,1,-1,2.3,1,-2,-2,-2,0,1,0,0,1
306295,1,"2012-13",1,"NJ",20120719,1,1994,5,0,0,0,0,0,1,0,1,-1,2.2,1,-2,-2,-2,0,1,1,0,0
306297,0,"2012-13",1,"NJ",20120531,2,1995,1,0,0,1,0,0,0,0,1,-1,2.9,1,-2,-2,-2,0,1,1,0,1
306299,1,"2012-13",1,"NJ",20120509,1,1993,10,0,0,0,0,0,1,0,1,-1,1.9,1,-2,-2,-2,0,0,0,1,1
306300,0,"2012-13",1,"NJ",20120418,1,1994,6,0,0,1,0,0,0,0,1,-1,2.89,1,-2,-2,-2,0,0,1,1,0
306302,0,"2015-16",1,"NJ",20150603,2,1994,12,0,0,0,1,0,0,0,1,2012,2.5,1,-2,-2,-2,0,1,0,0,1
